,Date,Origin,Dest,fled
1122,2015-11-19,Ninewa,Erbil,0
1121,2015-11-19,Ninewa,Diyala,0
1120,2015-11-19,Ninewa,Dahuk,495
1119,2015-11-19,Ninewa,Basrah,71
1125,2015-11-19,Ninewa,Missan,0
1118,2015-11-19,Ninewa,Baghdad,240
1134,2015-11-19,Salahal Din,Anbar,0
1136,2015-11-19,Salahal Din,Baghdad,92
1151,2015-11-19,Salahal Din,Wassit,7
1149,2015-11-19,Salahal Din,Sulaymaniyah,72
1148,2015-11-19,Salahal Din,Salahal Din,616
1147,2015-11-19,Salahal Din,Qadissiya,0
1146,2015-11-19,Salahal Din,Ninewa,63
1145,2015-11-19,Salahal Din,Najaf,0
1135,2015-11-19,Salahal Din,Babylon,1
1144,2015-11-19,Salahal Din,Muthanna,0
1142,2015-11-19,Salahal Din,Kirkuk,0
1141,2015-11-19,Salahal Din,Kerbala,5
1140,2015-11-19,Salahal Din,Erbil,0
1139,2015-11-19,Salahal Din,Diyala,0
1138,2015-11-19,Salahal Din,Dahuk,0
1137,2015-11-19,Salahal Din,Basrah,9
1143,2015-11-19,Salahal Din,Missan,0
1081,2015-11-19,Erbil,Babylon,0
1117,2015-11-19,Ninewa,Babylon,3
1115,2015-11-19,Kirkuk,Wassit,0
1096,2015-11-19,Erbil,Thi Qar,0
1095,2015-11-19,Erbil,Sulaymaniyah,3
1094,2015-11-19,Erbil,Salahal Din,0
1093,2015-11-19,Erbil,Qadissiya,0
1092,2015-11-19,Erbil,Ninewa,0
1091,2015-11-19,Erbil,Najaf,0
1097,2015-11-19,Erbil,Wassit,0
1090,2015-11-19,Erbil,Muthanna,0
1088,2015-11-19,Erbil,Kirkuk,0
1087,2015-11-19,Erbil,Kerbala,0
1086,2015-11-19,Erbil,Erbil,0
1085,2015-11-19,Erbil,Diyala,0
1084,2015-11-19,Erbil,Dahuk,0
1083,2015-11-19,Erbil,Basrah,0
1089,2015-11-19,Erbil,Missan,0
1116,2015-11-19,Ninewa,Anbar,0
1098,2015-11-19,Kirkuk,Anbar,0
1100,2015-11-19,Kirkuk,Baghdad,14
1114,2015-11-19,Kirkuk,Thi Qar,0
1113,2015-11-19,Kirkuk,Sulaymaniyah,0
1112,2015-11-19,Kirkuk,Salahal Din,0
1111,2015-11-19,Kirkuk,Qadissiya,0
1110,2015-11-19,Kirkuk,Ninewa,10
1109,2015-11-19,Kirkuk,Najaf,0
1099,2015-11-19,Kirkuk,Babylon,7
1108,2015-11-19,Kirkuk,Muthanna,3
1106,2015-11-19,Kirkuk,Kirkuk,235
1105,2015-11-19,Kirkuk,Kerbala,3
1104,2015-11-19,Kirkuk,Erbil,0
1103,2015-11-19,Kirkuk,Diyala,0
1102,2015-11-19,Kirkuk,Dahuk,0
1101,2015-11-19,Kirkuk,Basrah,4
1107,2015-11-19,Kirkuk,Missan,0
1008,2015-11-19,Anbar,Anbar,0
1077,2015-11-19,Diyala,Sulaymaniyah,42
2015,2015-12-03,Salahal Din,Wassit,0
1978,2015-12-03,Kirkuk,Thi Qar,0
1977,2015-12-03,Kirkuk,Sulaymaniyah,0
1976,2015-12-03,Kirkuk,Salahal Din,0
1975,2015-12-03,Kirkuk,Qadissiya,0
1974,2015-12-03,Kirkuk,Ninewa,50
1973,2015-12-03,Kirkuk,Najaf,0
1972,2015-12-03,Kirkuk,Muthanna,0
1971,2015-12-03,Kirkuk,Missan,0
1970,2015-12-03,Kirkuk,Kirkuk,100
1969,2015-12-03,Kirkuk,Kerbala,0
1968,2015-12-03,Kirkuk,Erbil,0
1967,2015-12-03,Kirkuk,Diyala,0
1966,2015-12-03,Kirkuk,Dahuk,0
1965,2015-12-03,Kirkuk,Basrah,4
1964,2015-12-03,Kirkuk,Baghdad,3
1963,2015-12-03,Kirkuk,Babylon,1
1962,2015-12-03,Kirkuk,Anbar,0
1948,2015-12-03,Erbil,Dahuk,0
1949,2015-12-03,Erbil,Diyala,0
1950,2015-12-03,Erbil,Erbil,0
1951,2015-12-03,Erbil,Kerbala,0
1952,2015-12-03,Erbil,Kirkuk,0
1953,2015-12-03,Erbil,Missan,0
1979,2015-12-03,Kirkuk,Wassit,0
1954,2015-12-03,Erbil,Muthanna,0
1956,2015-12-03,Erbil,Ninewa,0
1957,2015-12-03,Erbil,Qadissiya,0
1958,2015-12-03,Erbil,Salahal Din,0
1959,2015-12-03,Erbil,Sulaymaniyah,0
1960,2015-12-03,Erbil,Thi Qar,0
1961,2015-12-03,Erbil,Wassit,0
1955,2015-12-03,Erbil,Najaf,0
1980,2015-12-03,Ninewa,Anbar,0
1981,2015-12-03,Ninewa,Babylon,6
1982,2015-12-03,Ninewa,Baghdad,254
2001,2015-12-03,Salahal Din,Basrah,3
2002,2015-12-03,Salahal Din,Dahuk,0
2003,2015-12-03,Salahal Din,Diyala,0
2004,2015-12-03,Salahal Din,Erbil,0
2005,2015-12-03,Salahal Din,Kerbala,0
2006,2015-12-03,Salahal Din,Kirkuk,0
2000,2015-12-03,Salahal Din,Baghdad,277
2007,2015-12-03,Salahal Din,Missan,2
2009,2015-12-03,Salahal Din,Najaf,0
2010,2015-12-03,Salahal Din,Ninewa,91
2011,2015-12-03,Salahal Din,Qadissiya,0
2012,2015-12-03,Salahal Din,Salahal Din,0
2013,2015-12-03,Salahal Din,Sulaymaniyah,0
2014,2015-12-03,Salahal Din,Thi Qar,0
2008,2015-12-03,Salahal Din,Muthanna,2
1947,2015-12-03,Erbil,Basrah,0
1999,2015-12-03,Salahal Din,Babylon,1
1997,2015-12-03,Ninewa,Wassit,16
1983,2015-12-03,Ninewa,Basrah,21
1984,2015-12-03,Ninewa,Dahuk,138
1985,2015-12-03,Ninewa,Diyala,18
1986,2015-12-03,Ninewa,Erbil,17
1987,2015-12-03,Ninewa,Kerbala,68
1988,2015-12-03,Ninewa,Kirkuk,35
1998,2015-12-03,Salahal Din,Anbar,0
1989,2015-12-03,Ninewa,Missan,18
1991,2015-12-03,Ninewa,Najaf,3
1992,2015-12-03,Ninewa,Ninewa,629
1993,2015-12-03,Ninewa,Qadissiya,19
1994,2015-12-03,Ninewa,Salahal Din,0
1995,2015-12-03,Ninewa,Sulaymaniyah,3
1996,2015-12-03,Ninewa,Thi Qar,0
1990,2015-12-03,Ninewa,Muthanna,38
1946,2015-12-03,Erbil,Baghdad,0
1945,2015-12-03,Erbil,Babylon,0
1944,2015-12-03,Erbil,Anbar,0
1894,2015-12-03,Babylon,Dahuk,0
1895,2015-12-03,Babylon,Diyala,0
1896,2015-12-03,Babylon,Erbil,0
1897,2015-12-03,Babylon,Kerbala,0
1898,2015-12-03,Babylon,Kirkuk,0
1899,2015-12-03,Babylon,Missan,0
1893,2015-12-03,Babylon,Basrah,0
1900,2015-12-03,Babylon,Muthanna,0
1902,2015-12-03,Babylon,Ninewa,0
1903,2015-12-03,Babylon,Qadissiya,0
1904,2015-12-03,Babylon,Salahal Din,0
1905,2015-12-03,Babylon,Sulaymaniyah,30
1906,2015-12-03,Babylon,Thi Qar,0
1907,2015-12-03,Babylon,Wassit,0
1901,2015-12-03,Babylon,Najaf,0
1908,2015-12-03,Baghdad,Anbar,0
1892,2015-12-03,Babylon,Baghdad,0
1890,2015-12-03,Babylon,Anbar,0
1876,2015-12-03,Anbar,Dahuk,14
1877,2015-12-03,Anbar,Diyala,60
1878,2015-12-03,Anbar,Erbil,416
1879,2015-12-03,Anbar,Kerbala,3
1880,2015-12-03,Anbar,Kirkuk,10
1881,2015-12-03,Anbar,Missan,3
1891,2015-12-03,Babylon,Babylon,75
1882,2015-12-03,Anbar,Muthanna,11
1884,2015-12-03,Anbar,Ninewa,0
1885,2015-12-03,Anbar,Qadissiya,0
1886,2015-12-03,Anbar,Salahal Din,0
1887,2015-12-03,Anbar,Sulaymaniyah,267
1888,2015-12-03,Anbar,Thi Qar,0
1889,2015-12-03,Anbar,Wassit,0
1883,2015-12-03,Anbar,Najaf,0
1873,2015-12-03,Anbar,Babylon,12
1909,2015-12-03,Baghdad,Babylon,1
1911,2015-12-03,Baghdad,Basrah,2
1930,2015-12-03,Diyala,Dahuk,0
1931,2015-12-03,Diyala,Diyala,734
1932,2015-12-03,Diyala,Erbil,0
1933,2015-12-03,Diyala,Kerbala,0
1934,2015-12-03,Diyala,Kirkuk,0
1935,2015-12-03,Diyala,Missan,0
1929,2015-12-03,Diyala,Basrah,0
1936,2015-12-03,Diyala,Muthanna,2
1938,2015-12-03,Diyala,Ninewa,0
1939,2015-12-03,Diyala,Qadissiya,0
1940,2015-12-03,Diyala,Salahal Din,0
1941,2015-12-03,Diyala,Sulaymaniyah,0
1942,2015-12-03,Diyala,Thi Qar,0
1943,2015-12-03,Diyala,Wassit,0
1937,2015-12-03,Diyala,Najaf,0
1910,2015-12-03,Baghdad,Baghdad,12
1928,2015-12-03,Diyala,Baghdad,31
1926,2015-12-03,Diyala,Anbar,0
1912,2015-12-03,Baghdad,Dahuk,0
1913,2015-12-03,Baghdad,Diyala,0
1914,2015-12-03,Baghdad,Erbil,0
1915,2015-12-03,Baghdad,Kerbala,0
1916,2015-12-03,Baghdad,Kirkuk,0
1917,2015-12-03,Baghdad,Missan,0
1927,2015-12-03,Diyala,Babylon,0
1918,2015-12-03,Baghdad,Muthanna,0
1920,2015-12-03,Baghdad,Ninewa,0
1921,2015-12-03,Baghdad,Qadissiya,0
1922,2015-12-03,Baghdad,Salahal Din,0
1923,2015-12-03,Baghdad,Sulaymaniyah,6
1924,2015-12-03,Baghdad,Thi Qar,0
1925,2015-12-03,Baghdad,Wassit,0
1919,2015-12-03,Baghdad,Najaf,0
1872,2015-12-03,Anbar,Anbar,483
1874,2015-12-03,Anbar,Baghdad,462
1875,2015-12-03,Anbar,Basrah,26
1633,2015-12-17,Baghdad,Qadissiya,0
1632,2015-12-17,Baghdad,Ninewa,0
1631,2015-12-17,Baghdad,Najaf,0
1630,2015-12-17,Baghdad,Muthanna,0
1629,2015-12-17,Baghdad,Missan,0
1628,2015-12-17,Baghdad,Kirkuk,4
1634,2015-12-17,Baghdad,Salahal Din,0
1627,2015-12-17,Baghdad,Kerbala,0
1625,2015-12-17,Baghdad,Diyala,0
1624,2015-12-17,Baghdad,Dahuk,0
1623,2015-12-17,Baghdad,Basrah,0
1622,2015-12-17,Baghdad,Baghdad,0
1621,2015-12-17,Baghdad,Babylon,18
1620,2015-12-17,Baghdad,Anbar,0
1626,2015-12-17,Baghdad,Erbil,0
1619,2015-12-17,Babylon,Wassit,0
1635,2015-12-17,Baghdad,Sulaymaniyah,9
1637,2015-12-17,Baghdad,Wassit,0
1651,2015-12-17,Diyala,Qadissiya,0
1650,2015-12-17,Diyala,Ninewa,0
1649,2015-12-17,Diyala,Najaf,0
1648,2015-12-17,Diyala,Muthanna,3
1647,2015-12-17,Diyala,Missan,0
1646,2015-12-17,Diyala,Kirkuk,0
1636,2015-12-17,Baghdad,Thi Qar,0
1645,2015-12-17,Diyala,Kerbala,0
1643,2015-12-17,Diyala,Diyala,103
1642,2015-12-17,Diyala,Dahuk,0
1641,2015-12-17,Diyala,Basrah,0
1640,2015-12-17,Diyala,Baghdad,4
1639,2015-12-17,Diyala,Babylon,0
1638,2015-12-17,Diyala,Anbar,0
1644,2015-12-17,Diyala,Erbil,0
1652,2015-12-17,Diyala,Salahal Din,0
1618,2015-12-17,Babylon,Thi Qar,0
1616,2015-12-17,Babylon,Salahal Din,0
1597,2015-12-17,Anbar,Qadissiya,0
1596,2015-12-17,Anbar,Ninewa,139
1595,2015-12-17,Anbar,Najaf,2
1594,2015-12-17,Anbar,Muthanna,8
1593,2015-12-17,Anbar,Missan,1
1592,2015-12-17,Anbar,Kirkuk,0
1598,2015-12-17,Anbar,Salahal Din,0
1591,2015-12-17,Anbar,Kerbala,0
1589,2015-12-17,Anbar,Diyala,93
1588,2015-12-17,Anbar,Dahuk,0
1587,2015-12-17,Anbar,Basrah,10
1586,2015-12-17,Anbar,Baghdad,1697
1585,2015-12-17,Anbar,Babylon,19
1584,2015-12-17,Anbar,Anbar,0
1590,2015-12-17,Anbar,Erbil,3379
1617,2015-12-17,Babylon,Sulaymaniyah,1
1599,2015-12-17,Anbar,Sulaymaniyah,198
1601,2015-12-17,Anbar,Wassit,20
1615,2015-12-17,Babylon,Qadissiya,0
1614,2015-12-17,Babylon,Ninewa,0
1613,2015-12-17,Babylon,Najaf,0
1612,2015-12-17,Babylon,Muthanna,0
1611,2015-12-17,Babylon,Missan,0
1610,2015-12-17,Babylon,Kirkuk,0
1600,2015-12-17,Anbar,Thi Qar,0
1609,2015-12-17,Babylon,Kerbala,2
1607,2015-12-17,Babylon,Diyala,0
1606,2015-12-17,Babylon,Dahuk,0
1605,2015-12-17,Babylon,Basrah,1
1604,2015-12-17,Babylon,Baghdad,10
1603,2015-12-17,Babylon,Babylon,8
1602,2015-12-17,Babylon,Anbar,0
1608,2015-12-17,Babylon,Erbil,0
1723,2015-12-17,Salahal Din,Qadissiya,0
1722,2015-12-17,Salahal Din,Ninewa,204
1654,2015-12-17,Diyala,Thi Qar,0
1704,2015-12-17,Ninewa,Ninewa,237
1703,2015-12-17,Ninewa,Najaf,0
1702,2015-12-17,Ninewa,Muthanna,23
1701,2015-12-17,Ninewa,Missan,10
1700,2015-12-17,Ninewa,Kirkuk,71
1699,2015-12-17,Ninewa,Kerbala,116
1705,2015-12-17,Ninewa,Qadissiya,5
1698,2015-12-17,Ninewa,Erbil,669
1696,2015-12-17,Ninewa,Dahuk,269
1695,2015-12-17,Ninewa,Basrah,20
1694,2015-12-17,Ninewa,Baghdad,445
1693,2015-12-17,Ninewa,Babylon,23
1692,2015-12-17,Ninewa,Anbar,0
1691,2015-12-17,Kirkuk,Wassit,0
1697,2015-12-17,Ninewa,Diyala,0
1690,2015-12-17,Kirkuk,Thi Qar,0
1706,2015-12-17,Ninewa,Salahal Din,0
1708,2015-12-17,Ninewa,Thi Qar,0
1725,2015-12-17,Salahal Din,Sulaymaniyah,14
1721,2015-12-17,Salahal Din,Najaf,0
1720,2015-12-17,Salahal Din,Muthanna,0
1719,2015-12-17,Salahal Din,Missan,0
1718,2015-12-17,Salahal Din,Kirkuk,52
1717,2015-12-17,Salahal Din,Kerbala,0
1707,2015-12-17,Ninewa,Sulaymaniyah,17
1716,2015-12-17,Salahal Din,Erbil,30
1714,2015-12-17,Salahal Din,Dahuk,0
1713,2015-12-17,Salahal Din,Basrah,17
1712,2015-12-17,Salahal Din,Baghdad,339
1711,2015-12-17,Salahal Din,Babylon,1
1710,2015-12-17,Salahal Din,Anbar,0
1709,2015-12-17,Ninewa,Wassit,1
1715,2015-12-17,Salahal Din,Diyala,2
1653,2015-12-17,Diyala,Sulaymaniyah,11
1689,2015-12-17,Kirkuk,Sulaymaniyah,0
1687,2015-12-17,Kirkuk,Qadissiya,0
1668,2015-12-17,Erbil,Ninewa,0
1667,2015-12-17,Erbil,Najaf,0
1666,2015-12-17,Erbil,Muthanna,0
1665,2015-12-17,Erbil,Missan,0
1664,2015-12-17,Erbil,Kirkuk,0
1663,2015-12-17,Erbil,Kerbala,0
1669,2015-12-17,Erbil,Qadissiya,0
1662,2015-12-17,Erbil,Erbil,8
1660,2015-12-17,Erbil,Dahuk,0
1659,2015-12-17,Erbil,Basrah,0
1658,2015-12-17,Erbil,Baghdad,0
1657,2015-12-17,Erbil,Babylon,0
1656,2015-12-17,Erbil,Anbar,0
1655,2015-12-17,Diyala,Wassit,0
1661,2015-12-17,Erbil,Diyala,0
1688,2015-12-17,Kirkuk,Salahal Din,0
1670,2015-12-17,Erbil,Salahal Din,0
1672,2015-12-17,Erbil,Thi Qar,0
1686,2015-12-17,Kirkuk,Ninewa,5
1685,2015-12-17,Kirkuk,Najaf,0
1684,2015-12-17,Kirkuk,Muthanna,2
1683,2015-12-17,Kirkuk,Missan,1
1682,2015-12-17,Kirkuk,Kirkuk,282
1681,2015-12-17,Kirkuk,Kerbala,3
1671,2015-12-17,Erbil,Sulaymaniyah,0
1680,2015-12-17,Kirkuk,Erbil,0
1678,2015-12-17,Kirkuk,Dahuk,0
1677,2015-12-17,Kirkuk,Basrah,2
1676,2015-12-17,Kirkuk,Baghdad,0
1675,2015-12-17,Kirkuk,Babylon,0
1674,2015-12-17,Kirkuk,Anbar,0
1673,2015-12-17,Erbil,Wassit,0
1679,2015-12-17,Kirkuk,Diyala,0
1724,2015-12-17,Salahal Din,Salahal Din,0
1727,2015-12-17,Salahal Din,Wassit,0
1726,2015-12-17,Salahal Din,Thi Qar,0
523,2016-01-07,Kirkuk,Babylon,0
524,2016-01-07,Kirkuk,Baghdad,0
525,2016-01-07,Kirkuk,Basrah,3
526,2016-01-07,Kirkuk,Dahuk,0
527,2016-01-07,Kirkuk,Diyala,0
528,2016-01-07,Kirkuk,Erbil,0
522,2016-01-07,Kirkuk,Anbar,0
529,2016-01-07,Kirkuk,Kerbala,0
531,2016-01-07,Kirkuk,Missan,0
532,2016-01-07,Kirkuk,Muthanna,2
533,2016-01-07,Kirkuk,Najaf,0
534,2016-01-07,Kirkuk,Ninewa,87
535,2016-01-07,Kirkuk,Qadissiya,6
536,2016-01-07,Kirkuk,Salahal Din,216
530,2016-01-07,Kirkuk,Kirkuk,0
537,2016-01-07,Kirkuk,Sulaymaniyah,0
521,2016-01-07,Erbil,Wassit,0
519,2016-01-07,Erbil,Sulaymaniyah,0
505,2016-01-07,Erbil,Babylon,0
506,2016-01-07,Erbil,Baghdad,0
507,2016-01-07,Erbil,Basrah,0
508,2016-01-07,Erbil,Dahuk,0
509,2016-01-07,Erbil,Diyala,0
510,2016-01-07,Erbil,Erbil,0
520,2016-01-07,Erbil,Thi Qar,0
511,2016-01-07,Erbil,Kerbala,0
513,2016-01-07,Erbil,Missan,0
514,2016-01-07,Erbil,Muthanna,0
515,2016-01-07,Erbil,Najaf,0
516,2016-01-07,Erbil,Ninewa,0
517,2016-01-07,Erbil,Qadissiya,0
518,2016-01-07,Erbil,Salahal Din,0
512,2016-01-07,Erbil,Kirkuk,0
538,2016-01-07,Kirkuk,Thi Qar,0
432,2016-01-07,Anbar,Anbar,122
540,2016-01-07,Ninewa,Anbar,0
560,2016-01-07,Salahal Din,Baghdad,422
561,2016-01-07,Salahal Din,Basrah,2
562,2016-01-07,Salahal Din,Dahuk,0
563,2016-01-07,Salahal Din,Diyala,4
564,2016-01-07,Salahal Din,Erbil,93
565,2016-01-07,Salahal Din,Kerbala,1
559,2016-01-07,Salahal Din,Babylon,0
566,2016-01-07,Salahal Din,Kirkuk,0
568,2016-01-07,Salahal Din,Muthanna,4
569,2016-01-07,Salahal Din,Najaf,0
570,2016-01-07,Salahal Din,Ninewa,20
571,2016-01-07,Salahal Din,Qadissiya,0
572,2016-01-07,Salahal Din,Salahal Din,5215
573,2016-01-07,Salahal Din,Sulaymaniyah,35
567,2016-01-07,Salahal Din,Missan,1
558,2016-01-07,Salahal Din,Anbar,0
557,2016-01-07,Ninewa,Wassit,5
556,2016-01-07,Ninewa,Thi Qar,0
541,2016-01-07,Ninewa,Babylon,13
542,2016-01-07,Ninewa,Baghdad,241
543,2016-01-07,Ninewa,Basrah,2
544,2016-01-07,Ninewa,Dahuk,0
545,2016-01-07,Ninewa,Diyala,0
546,2016-01-07,Ninewa,Erbil,116
547,2016-01-07,Ninewa,Kerbala,82
548,2016-01-07,Ninewa,Kirkuk,15
549,2016-01-07,Ninewa,Missan,4
550,2016-01-07,Ninewa,Muthanna,30
551,2016-01-07,Ninewa,Najaf,0
552,2016-01-07,Ninewa,Ninewa,4247
553,2016-01-07,Ninewa,Qadissiya,17
554,2016-01-07,Ninewa,Salahal Din,21
555,2016-01-07,Ninewa,Sulaymaniyah,28
504,2016-01-07,Erbil,Anbar,0
539,2016-01-07,Kirkuk,Wassit,7
503,2016-01-07,Diyala,Wassit,8
502,2016-01-07,Diyala,Thi Qar,0
451,2016-01-07,Babylon,Babylon,0
452,2016-01-07,Babylon,Baghdad,6
453,2016-01-07,Babylon,Basrah,3
454,2016-01-07,Babylon,Dahuk,0
455,2016-01-07,Babylon,Diyala,0
456,2016-01-07,Babylon,Erbil,0
450,2016-01-07,Babylon,Anbar,0
457,2016-01-07,Babylon,Kerbala,7
459,2016-01-07,Babylon,Missan,0
460,2016-01-07,Babylon,Muthanna,0
461,2016-01-07,Babylon,Najaf,0
462,2016-01-07,Babylon,Ninewa,0
463,2016-01-07,Babylon,Qadissiya,0
464,2016-01-07,Babylon,Salahal Din,0
458,2016-01-07,Babylon,Kirkuk,0
465,2016-01-07,Babylon,Sulaymaniyah,7
449,2016-01-07,Anbar,Wassit,310
447,2016-01-07,Anbar,Sulaymaniyah,221
433,2016-01-07,Anbar,Babylon,93
434,2016-01-07,Anbar,Baghdad,1547
435,2016-01-07,Anbar,Basrah,12
436,2016-01-07,Anbar,Dahuk,0
437,2016-01-07,Anbar,Diyala,10
438,2016-01-07,Anbar,Erbil,188
448,2016-01-07,Anbar,Thi Qar,0
439,2016-01-07,Anbar,Kerbala,2
441,2016-01-07,Anbar,Missan,4
442,2016-01-07,Anbar,Muthanna,19
443,2016-01-07,Anbar,Najaf,0
444,2016-01-07,Anbar,Ninewa,12
445,2016-01-07,Anbar,Qadissiya,0
446,2016-01-07,Anbar,Salahal Din,24
440,2016-01-07,Anbar,Kirkuk,0
466,2016-01-07,Babylon,Thi Qar,0
467,2016-01-07,Babylon,Wassit,0
468,2016-01-07,Baghdad,Anbar,0
488,2016-01-07,Diyala,Baghdad,16
489,2016-01-07,Diyala,Basrah,3
490,2016-01-07,Diyala,Dahuk,0
491,2016-01-07,Diyala,Diyala,0
492,2016-01-07,Diyala,Erbil,0
493,2016-01-07,Diyala,Kerbala,0
487,2016-01-07,Diyala,Babylon,0
494,2016-01-07,Diyala,Kirkuk,0
496,2016-01-07,Diyala,Muthanna,4
497,2016-01-07,Diyala,Najaf,0
498,2016-01-07,Diyala,Ninewa,0
499,2016-01-07,Diyala,Qadissiya,0
500,2016-01-07,Diyala,Salahal Din,75
501,2016-01-07,Diyala,Sulaymaniyah,15
495,2016-01-07,Diyala,Missan,0
486,2016-01-07,Diyala,Anbar,0
485,2016-01-07,Baghdad,Wassit,0
484,2016-01-07,Baghdad,Thi Qar,0
469,2016-01-07,Baghdad,Babylon,0
470,2016-01-07,Baghdad,Baghdad,2647
471,2016-01-07,Baghdad,Basrah,0
472,2016-01-07,Baghdad,Dahuk,0
473,2016-01-07,Baghdad,Diyala,0
474,2016-01-07,Baghdad,Erbil,0
475,2016-01-07,Baghdad,Kerbala,0
476,2016-01-07,Baghdad,Kirkuk,0
477,2016-01-07,Baghdad,Missan,1
478,2016-01-07,Baghdad,Muthanna,0
479,2016-01-07,Baghdad,Najaf,0
480,2016-01-07,Baghdad,Ninewa,0
481,2016-01-07,Baghdad,Qadissiya,0
482,2016-01-07,Baghdad,Salahal Din,12
483,2016-01-07,Baghdad,Sulaymaniyah,69
574,2016-01-07,Salahal Din,Thi Qar,0
575,2016-01-07,Salahal Din,Wassit,0
287,2016-01-21,Salahal Din,Wassit,0
145,2016-01-21,Anbar,Babylon,66
237,2016-01-21,Kirkuk,Basrah,0
238,2016-01-21,Kirkuk,Dahuk,0
239,2016-01-21,Kirkuk,Diyala,0
240,2016-01-21,Kirkuk,Erbil,0
241,2016-01-21,Kirkuk,Kerbala,0
242,2016-01-21,Kirkuk,Kirkuk,170
236,2016-01-21,Kirkuk,Baghdad,17
243,2016-01-21,Kirkuk,Missan,0
245,2016-01-21,Kirkuk,Najaf,0
246,2016-01-21,Kirkuk,Ninewa,86
247,2016-01-21,Kirkuk,Qadissiya,3
248,2016-01-21,Kirkuk,Salahal Din,0
249,2016-01-21,Kirkuk,Sulaymaniyah,0
250,2016-01-21,Kirkuk,Thi Qar,0
244,2016-01-21,Kirkuk,Muthanna,0
251,2016-01-21,Kirkuk,Wassit,0
235,2016-01-21,Kirkuk,Babylon,0
233,2016-01-21,Erbil,Wassit,0
219,2016-01-21,Erbil,Basrah,0
220,2016-01-21,Erbil,Dahuk,0
221,2016-01-21,Erbil,Diyala,0
222,2016-01-21,Erbil,Erbil,0
223,2016-01-21,Erbil,Kerbala,0
224,2016-01-21,Erbil,Kirkuk,18
234,2016-01-21,Kirkuk,Anbar,0
225,2016-01-21,Erbil,Missan,0
227,2016-01-21,Erbil,Najaf,0
228,2016-01-21,Erbil,Ninewa,0
229,2016-01-21,Erbil,Qadissiya,0
230,2016-01-21,Erbil,Salahal Din,0
231,2016-01-21,Erbil,Sulaymaniyah,0
232,2016-01-21,Erbil,Thi Qar,0
226,2016-01-21,Erbil,Muthanna,0
218,2016-01-21,Erbil,Baghdad,0
252,2016-01-21,Ninewa,Anbar,0
254,2016-01-21,Ninewa,Baghdad,217
273,2016-01-21,Salahal Din,Basrah,2
274,2016-01-21,Salahal Din,Dahuk,0
275,2016-01-21,Salahal Din,Diyala,0
276,2016-01-21,Salahal Din,Erbil,160
277,2016-01-21,Salahal Din,Kerbala,2
278,2016-01-21,Salahal Din,Kirkuk,1
272,2016-01-21,Salahal Din,Baghdad,165
279,2016-01-21,Salahal Din,Missan,3
281,2016-01-21,Salahal Din,Najaf,0
282,2016-01-21,Salahal Din,Ninewa,70
283,2016-01-21,Salahal Din,Qadissiya,2
284,2016-01-21,Salahal Din,Salahal Din,450
285,2016-01-21,Salahal Din,Sulaymaniyah,54
146,2016-01-21,Anbar,Baghdad,376
280,2016-01-21,Salahal Din,Muthanna,0
253,2016-01-21,Ninewa,Babylon,42
271,2016-01-21,Salahal Din,Babylon,1
269,2016-01-21,Ninewa,Wassit,0
255,2016-01-21,Ninewa,Basrah,4
256,2016-01-21,Ninewa,Dahuk,0
257,2016-01-21,Ninewa,Diyala,0
258,2016-01-21,Ninewa,Erbil,536
259,2016-01-21,Ninewa,Kerbala,67
260,2016-01-21,Ninewa,Kirkuk,21
270,2016-01-21,Salahal Din,Anbar,0
261,2016-01-21,Ninewa,Missan,22
263,2016-01-21,Ninewa,Najaf,38
264,2016-01-21,Ninewa,Ninewa,464
265,2016-01-21,Ninewa,Qadissiya,14
266,2016-01-21,Ninewa,Salahal Din,0
267,2016-01-21,Ninewa,Sulaymaniyah,45
268,2016-01-21,Ninewa,Thi Qar,6
262,2016-01-21,Ninewa,Muthanna,8
217,2016-01-21,Erbil,Babylon,0
216,2016-01-21,Erbil,Anbar,0
181,2016-01-21,Baghdad,Babylon,0
165,2016-01-21,Babylon,Basrah,0
166,2016-01-21,Babylon,Dahuk,0
167,2016-01-21,Babylon,Diyala,0
168,2016-01-21,Babylon,Erbil,0
169,2016-01-21,Babylon,Kerbala,1
170,2016-01-21,Babylon,Kirkuk,0
164,2016-01-21,Babylon,Baghdad,4
171,2016-01-21,Babylon,Missan,0
173,2016-01-21,Babylon,Najaf,0
174,2016-01-21,Babylon,Ninewa,0
175,2016-01-21,Babylon,Qadissiya,0
176,2016-01-21,Babylon,Salahal Din,0
177,2016-01-21,Babylon,Sulaymaniyah,1
178,2016-01-21,Babylon,Thi Qar,0
172,2016-01-21,Babylon,Muthanna,0
179,2016-01-21,Babylon,Wassit,0
163,2016-01-21,Babylon,Babylon,55
161,2016-01-21,Anbar,Wassit,25
147,2016-01-21,Anbar,Basrah,2
148,2016-01-21,Anbar,Dahuk,0
149,2016-01-21,Anbar,Diyala,0
150,2016-01-21,Anbar,Erbil,1138
151,2016-01-21,Anbar,Kerbala,15
152,2016-01-21,Anbar,Kirkuk,46
162,2016-01-21,Babylon,Anbar,0
153,2016-01-21,Anbar,Missan,6
155,2016-01-21,Anbar,Najaf,0
156,2016-01-21,Anbar,Ninewa,108
157,2016-01-21,Anbar,Qadissiya,0
158,2016-01-21,Anbar,Salahal Din,0
159,2016-01-21,Anbar,Sulaymaniyah,56
