gov,Date,temp,precip,death,ArGov_sentPos,ArGov_sentNeg,Gov_eventsAll,ArGov_insVioMin_buzz,death_lag,temp_lag,precip_lag,events_lag,sentPos_lag_ar,sentNeg_lag_ar,insVioMin_buzz_lag,death_diff,sentPos_diff_ar,sentNeg_diff_ar,events_diff,insVioMin_buzz_diff
Sulaymaniyah,2015-11-05,63.24214285714286,0.19928571428571426,1,289,69,6,45.0,6.0,75.56826086956522,0.011173913043478263,30.0,1220.0,719.0,1032.0,-5.0,-931.0,-650.0,-24.0,-987.0
Kerbala,2015-11-05,73.87142857142855,0.054285714285714284,0,14,17,8,0.0,0.0,85.65652173913043,0.012608695652173915,6.0,54.0,24.0,4.0,0.0,-40.0,-7.0,2.0,-4.0
Kirkuk,2015-11-05,69.48392857142858,0.04142857142857143,4,54,1122,43,4.0,76.0,81.65434782608695,0.016847826086956525,14.0,201.0,172.0,7.0,-72.0,-147.0,950.0,29.0,-3.0
Missan,2015-11-05,74.99166666666667,0.051904761904761905,0,15,9,1,2.0,1.0,86.6855072463768,0.0,0.0,36.0,31.0,15.0,-1.0,-21.0,-22.0,1.0,-13.0
Muthanna,2015-11-05,77.42857142857143,0.002142857142857143,0,37,21,0,9.0,0.0,87.60434782608696,0.0,0.0,112.0,98.0,76.0,0.0,-75.0,-77.0,0.0,-67.0
Najaf,2015-11-05,74.8,0.10642857142857144,0,23,7,0,1.0,0.0,86.18695652173913,0.004057971014492754,0.0,34.0,11.0,1.0,0.0,-11.0,-4.0,0.0,0.0
Ninewa,2015-11-05,67.23839285714284,0.024732142857142862,142,550,2465,14,25.0,297.0,77.95489130434783,0.01141304347826087,28.0,803.0,560.0,117.0,-155.0,-253.0,1905.0,-14.0,-92.0
Qadissiya,2015-11-05,76.00535714285715,0.03357142857142857,0,16,2,0,3.0,0.0,86.79565217391304,0.0,0.0,37.0,17.0,3.0,0.0,-21.0,-15.0,0.0,0.0
Salahal Din,2015-11-05,72.15204081632653,0.10591836734693875,15,474,594,9,564.0,82.0,85.20621118012423,0.013664596273291928,44.0,2357.0,439.0,115.0,-67.0,-1883.0,155.0,-35.0,449.0
Wassit,2015-11-05,74.4542857142857,0.13385714285714284,0,18,1017,0,5.0,1.0,86.33739130434782,0.0,0.0,61.0,51.0,8.0,-1.0,-43.0,966.0,0.0,-3.0
Anbar,2015-11-19,62.82551020408164,0.05897959183673469,22,487,1046,37,22.0,11.0,73.46428571428571,0.04438775510204083,64.0,1782.0,3650.0,11.0,11.0,-1295.0,-2604.0,-27.0,11.0
Babylon,2015-11-19,63.980357142857144,0.05625,1,45,473,0,8.0,12.0,74.0125,0.09660714285714285,0.0,38.0,7.0,1.0,-11.0,7.0,466.0,0.0,7.0
Baghdad,2015-11-19,63.10873015873016,0.10087301587301586,208,200,133,152,13.0,165.0,72.27380952380953,0.09174603174603176,222.0,166.0,155.0,25.0,43.0,34.0,-22.0,-70.0,-12.0
Basrah,2015-11-19,70.2561224489796,0.043265306122448985,2,98,172,7,17.0,3.0,78.09693877551021,0.06418367346938776,3.0,411.0,136.0,9.0,-1.0,-313.0,36.0,4.0,8.0
Thi Qar,2015-11-19,67.63142857142856,0.028857142857142856,0,0,0,1,0.0,2.0,76.78142857142858,0.015714285714285715,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0
Diyala,2015-11-19,62.9452380952381,0.15476190476190474,16,83,58,4,42.0,14.0,72.80119047619047,0.17095238095238094,2.0,67.0,202.0,10.0,2.0,16.0,-144.0,2.0,32.0
Dahuk,2015-11-19,56.7125,0.2323214285714286,0,37,15,2,0.0,0.0,67.4625,0.03196428571428571,5.0,17.0,5.0,1.0,0.0,20.0,10.0,-3.0,-1.0
Erbil,2015-11-19,54.14999999999999,0.24392857142857144,0,399,297,32,10.0,0.0,64.46309523809525,0.056547619047619034,50.0,312.0,67.0,13.0,0.0,87.0,230.0,-18.0,-3.0
Sulaymaniyah,2015-11-19,53.71428571428572,0.3100714285714286,0,568,93,0,107.0,1.0,63.24214285714286,0.19928571428571426,6.0,289.0,69.0,45.0,-1.0,279.0,24.0,-6.0,62.0
Kerbala,2015-11-19,63.96428571428571,0.09071428571428572,0,14,5,4,1.0,0.0,73.87142857142855,0.054285714285714284,8.0,14.0,17.0,0.0,0.0,0.0,-12.0,-4.0,1.0
Kirkuk,2015-11-19,59.70892857142858,0.22535714285714287,18,459,916,8,3.0,4.0,69.48392857142858,0.04142857142857143,43.0,54.0,1122.0,4.0,14.0,405.0,-206.0,-35.0,-1.0
Missan,2015-11-19,66.84761904761906,0.09559523809523808,0,43,20,0,9.0,0.0,74.99166666666667,0.051904761904761905,1.0,15.0,9.0,2.0,0.0,28.0,11.0,-1.0,7.0
Muthanna,2015-11-19,66.94285714285715,0.039999999999999994,1,44,27,0,2.0,0.0,77.42857142857143,0.002142857142857143,0.0,37.0,21.0,9.0,1.0,7.0,6.0,0.0,-7.0
Najaf,2015-11-19,64.99285714285715,0.05,1,13,14,11,1.0,0.0,74.8,0.10642857142857144,0.0,23.0,7.0,1.0,1.0,-10.0,7.0,11.0,0.0
Ninewa,2015-11-19,56.721428571428575,0.22178571428571428,294,3207,5789,96,147.0,142.0,67.23839285714284,0.024732142857142862,14.0,550.0,2465.0,25.0,152.0,2657.0,3324.0,82.0,122.0
Qadissiya,2015-11-19,65.51785714285715,0.11160714285714286,0,25,18,0,8.0,0.0,76.00535714285715,0.03357142857142857,0.0,16.0,2.0,3.0,0.0,9.0,16.0,0.0,5.0
Salahal Din,2015-11-19,61.964285714285715,0.20132653061224495,29,2263,277,13,35.0,15.0,72.15204081632653,0.10591836734693875,9.0,474.0,594.0,564.0,14.0,1789.0,-317.0,4.0,-529.0
Wassit,2015-11-19,64.99142857142859,0.165,0,498,26,0,0.0,0.0,74.4542857142857,0.13385714285714284,0.0,18.0,1017.0,5.0,0.0,480.0,-991.0,0.0,-5.0
Anbar,2015-12-03,60.47346938775511,0.0016326530612244899,35,2017,1612,73,66.0,22.0,62.82551020408164,0.05897959183673469,37.0,487.0,1046.0,22.0,13.0,1530.0,566.0,36.0,44.0
Babylon,2015-12-03,60.94642857142857,0.0,2,33,17,3,5.0,1.0,63.980357142857144,0.05625,0.0,45.0,473.0,8.0,1.0,-12.0,-456.0,3.0,-3.0
Baghdad,2015-12-03,59.789682539682545,0.0012698412698412698,174,186,207,141,70.0,208.0,63.10873015873016,0.10087301587301586,152.0,200.0,133.0,13.0,-34.0,-14.0,74.0,-11.0,57.0
Basrah,2015-12-03,65.7530612244898,0.0,1,341,161,0,23.0,2.0,70.2561224489796,0.043265306122448985,7.0,98.0,172.0,17.0,-1.0,243.0,-11.0,-7.0,6.0
Thi Qar,2015-12-03,63.71142857142858,0.02142857142857143,0,0,0,0,0.0,0.0,67.63142857142856,0.028857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Diyala,2015-12-03,61.58571428571428,0.0017857142857142859,1,399,59,0,21.0,16.0,62.9452380952381,0.15476190476190474,4.0,83.0,58.0,42.0,-15.0,316.0,1.0,-4.0,-21.0
Dahuk,2015-12-03,56.75178571428571,0.002142857142857143,0,26,13,4,4.0,0.0,56.7125,0.2323214285714286,2.0,37.0,15.0,0.0,0.0,-11.0,-2.0,2.0,4.0
Erbil,2015-12-03,55.61666666666666,0.004642857142857143,0,603,705,28,48.0,0.0,54.14999999999999,0.24392857142857144,32.0,399.0,297.0,10.0,0.0,204.0,408.0,-4.0,38.0
Sulaymaniyah,2015-12-03,54.269999999999996,0.009142857142857144,0,471,362,2,74.0,0.0,53.71428571428572,0.3100714285714286,0.0,568.0,93.0,107.0,0.0,-97.0,269.0,2.0,-33.0
Kerbala,2015-12-03,61.27142857142858,0.0,0,34,61,19,1.0,0.0,63.96428571428571,0.09071428571428572,4.0,14.0,5.0,1.0,0.0,20.0,56.0,15.0,0.0
Kirkuk,2015-12-03,58.89642857142858,0.0005357142857142857,17,30,675,16,12.0,18.0,59.70892857142858,0.22535714285714287,8.0,459.0,916.0,3.0,-1.0,-429.0,-241.0,8.0,9.0
Missan,2015-12-03,62.96428571428571,0.027857142857142858,0,43,21,0,2.0,0.0,66.84761904761906,0.09559523809523808,0.0,43.0,20.0,9.0,0.0,0.0,1.0,0.0,-7.0
Muthanna,2015-12-03,63.15,0.02,0,898,292,0,1.0,1.0,66.94285714285715,0.039999999999999994,0.0,44.0,27.0,2.0,-1.0,854.0,265.0,0.0,-1.0
Najaf,2015-12-03,61.714285714285715,0.027857142857142858,0,266,10,7,1.0,1.0,64.99285714285715,0.05,11.0,13.0,14.0,1.0,-1.0,253.0,-4.0,-4.0,0.0
Ninewa,2015-12-03,56.35089285714285,0.002142857142857143,144,1995,1629,35,78.0,294.0,56.721428571428575,0.22178571428571428,96.0,3207.0,5789.0,147.0,-150.0,-1212.0,-4160.0,-61.0,-69.0
Qadissiya,2015-12-03,62.191071428571426,0.027857142857142858,0,256,9,0,2.0,0.0,65.51785714285715,0.11160714285714286,0.0,25.0,18.0,8.0,0.0,231.0,-9.0,0.0,-6.0
Salahal Din,2015-12-03,60.923469387755105,0.0,17,764,1496,21,56.0,29.0,61.964285714285715,0.20132653061224495,13.0,2263.0,277.0,35.0,-12.0,-1499.0,1219.0,8.0,21.0
Wassit,2015-12-03,61.61714285714286,0.03985714285714286,0,21,10,0,0.0,0.0,64.99142857142859,0.165,0.0,498.0,26.0,0.0,0.0,-477.0,-16.0,0.0,0.0
Anbar,2015-12-17,50.247959183673466,0.0029591836734693877,31,982,1630,105,19.0,35.0,60.47346938775511,0.0016326530612244899,73.0,2017.0,1612.0,66.0,-4.0,-1035.0,18.0,32.0,-47.0
Babylon,2015-12-17,51.2125,0.005357142857142857,1,28,22,0,0.0,2.0,60.94642857142857,0.0,3.0,33.0,17.0,5.0,-1.0,-5.0,5.0,-3.0,-5.0
Baghdad,2015-12-17,50.3,0.0048412698412698425,160,703,495,569,35.0,174.0,59.789682539682545,0.0012698412698412698,141.0,186.0,207.0,70.0,-14.0,517.0,288.0,428.0,-35.0
Basrah,2015-12-17,54.580612244897964,0.03255102040816326,4,59,170,8,10.0,1.0,65.7530612244898,0.0,0.0,341.0,161.0,23.0,3.0,-282.0,9.0,8.0,-13.0
Thi Qar,2015-12-17,53.925714285714285,0.011428571428571429,2,0,0,0,0.0,0.0,63.71142857142858,0.02142857142857143,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Diyala,2015-12-17,51.636904761904766,0.03214285714285715,4,342,28,3,11.0,1.0,61.58571428571428,0.0017857142857142859,0.0,399.0,59.0,21.0,3.0,-57.0,-31.0,3.0,-10.0
Dahuk,2015-12-17,46.839285714285715,0.0980357142857143,0,31,17,21,0.0,0.0,56.75178571428571,0.002142857142857143,4.0,26.0,13.0,4.0,0.0,5.0,4.0,17.0,-4.0
Erbil,2015-12-17,44.98095238095239,0.11714285714285713,0,403,95,44,1.0,0.0,55.61666666666666,0.004642857142857143,28.0,603.0,705.0,48.0,0.0,-200.0,-610.0,16.0,-47.0
Sulaymaniyah,2015-12-17,44.59357142857142,0.10678571428571428,0,450,84,1,130.0,0.0,54.269999999999996,0.009142857142857144,2.0,471.0,362.0,74.0,0.0,-21.0,-278.0,-1.0,56.0
Kerbala,2015-12-17,51.25714285714286,0.008571428571428572,0,52,20,7,0.0,0.0,61.27142857142858,0.0,19.0,34.0,61.0,1.0,0.0,18.0,-41.0,-12.0,-1.0
Kirkuk,2015-12-17,48.86607142857142,0.05089285714285714,33,65,44,10,5.0,17.0,58.89642857142858,0.0005357142857142857,16.0,30.0,675.0,12.0,16.0,35.0,-631.0,-6.0,-7.0
Missan,2015-12-17,52.94642857142857,0.022619047619047622,1,34,12,0,3.0,0.0,62.96428571428571,0.027857142857142858,0.0,43.0,21.0,2.0,1.0,-9.0,-9.0,0.0,1.0
Muthanna,2015-12-17,53.65000000000001,0.002857142857142857,0,495,36,15,4.0,0.0,63.15,0.02,0.0,898.0,292.0,1.0,0.0,-403.0,-256.0,15.0,3.0
Najaf,2015-12-17,52.57857142857143,0.005714285714285714,0,6,4,3,0.0,0.0,61.714285714285715,0.027857142857142858,7.0,266.0,10.0,1.0,0.0,-260.0,-6.0,-4.0,-1.0
Ninewa,2015-12-17,46.541964285714286,0.11723214285714287,132,1706,1901,224,82.0,144.0,56.35089285714285,0.002142857142857143,35.0,1995.0,1629.0,78.0,-12.0,-289.0,272.0,189.0,4.0
Qadissiya,2015-12-17,53.00178571428571,0.0035714285714285718,0,14,8,0,0.0,0.0,62.191071428571426,0.027857142857142858,0.0,256.0,9.0,2.0,0.0,-242.0,-1.0,0.0,-2.0
Salahal Din,2015-12-17,50.902040816326526,0.02969387755102041,11,279,848,5,10.0,17.0,60.923469387755105,0.0,21.0,764.0,1496.0,56.0,-6.0,-485.0,-648.0,-16.0,-46.0
Wassit,2015-12-17,51.95428571428572,0.031285714285714285,1,25,20,0,4.0,0.0,61.61714285714286,0.03985714285714286,0.0,21.0,10.0,0.0,1.0,4.0,10.0,0.0,4.0
Anbar,2016-01-07,50.935374149659864,0.04047619047619048,192,3833,6174,512,156.0,31.0,50.247959183673466,0.0029591836734693877,105.0,982.0,1630.0,19.0,161.0,2851.0,4544.0,407.0,137.0
Babylon,2016-01-07,50.60476190476191,0.05976190476190476,1,649,201,4,12.0,1.0,51.2125,0.005357142857142857,0.0,28.0,22.0,0.0,0.0,621.0,179.0,4.0,12.0
Baghdad,2016-01-07,50.932275132275144,0.04962962962962963,205,1397,866,451,81.0,160.0,50.3,0.0048412698412698425,569.0,703.0,495.0,35.0,45.0,694.0,371.0,-118.0,46.0
Basrah,2016-01-07,54.591836734693885,0.047278911564625846,7,494,337,14,34.0,4.0,54.580612244897964,0.03255102040816326,8.0,59.0,170.0,10.0,3.0,435.0,167.0,6.0,24.0
Thi Qar,2016-01-07,53.561904761904756,0.01580952380952381,0,0,0,5,0.0,2.0,53.925714285714285,0.011428571428571429,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,5.0,0.0
Diyala,2016-01-07,51.7547619047619,0.05873015873015873,14,1757,272,2,83.0,4.0,51.636904761904766,0.03214285714285715,3.0,342.0,28.0,11.0,10.0,1415.0,244.0,-1.0,72.0
Dahuk,2016-01-07,45.747619047619054,0.14892857142857144,0,277,92,17,4.0,0.0,46.839285714285715,0.0980357142857143,21.0,31.0,17.0,0.0,0.0,246.0,75.0,-4.0,4.0
Erbil,2016-01-07,44.13650793650793,0.18039682539682542,1,1130,242,65,34.0,0.0,44.98095238095239,0.11714285714285713,44.0,403.0,95.0,1.0,1.0,727.0,147.0,21.0,33.0
Sulaymaniyah,2016-01-07,43.74571428571429,0.1372857142857143,0,1336,325,1,321.0,0.0,44.59357142857142,0.10678571428571428,1.0,450.0,84.0,130.0,0.0,886.0,241.0,0.0,191.0
Kerbala,2016-01-07,51.08095238095238,0.045238095238095244,0,113,44,3,1.0,0.0,51.25714285714286,0.008571428571428572,7.0,52.0,20.0,0.0,0.0,61.0,24.0,-4.0,1.0
Kirkuk,2016-01-07,48.69047619047619,0.08404761904761904,40,633,285,14,40.0,33.0,48.86607142857142,0.05089285714285714,10.0,65.0,44.0,5.0,7.0,568.0,241.0,4.0,35.0
Missan,2016-01-07,53.43888888888888,0.024761904761904756,1,409,174,0,39.0,1.0,52.94642857142857,0.022619047619047622,0.0,34.0,12.0,3.0,0.0,375.0,162.0,0.0,36.0
Muthanna,2016-01-07,53.24285714285715,0.003333333333333333,0,314,2776,4,12.0,0.0,53.65000000000001,0.002857142857142857,15.0,495.0,36.0,4.0,0.0,-181.0,2740.0,-11.0,8.0
Najaf,2016-01-07,52.07619047619047,0.03761904761904762,0,127,70,3,13.0,0.0,52.57857142857143,0.005714285714285714,3.0,6.0,4.0,0.0,0.0,121.0,66.0,0.0,13.0
Ninewa,2016-01-07,45.71845238095238,0.15511904761904763,546,2422,4210,122,216.0,132.0,46.541964285714286,0.11723214285714287,224.0,1706.0,1901.0,82.0,414.0,716.0,2309.0,-102.0,134.0
Qadissiya,2016-01-07,52.458333333333336,0.021904761904761903,0,207,236,0,7.0,0.0,53.00178571428571,0.0035714285714285718,0.0,14.0,8.0,0.0,0.0,193.0,228.0,0.0,7.0
Salahal Din,2016-01-07,50.997278911564635,0.05782312925170069,23,1114,3634,27,45.0,11.0,50.902040816326526,0.02969387755102041,5.0,279.0,848.0,10.0,12.0,835.0,2786.0,22.0,35.0
Wassit,2016-01-07,51.844761904761896,0.026571428571428572,0,282,1447,2,30.0,1.0,51.95428571428572,0.031285714285714285,0.0,25.0,20.0,4.0,-1.0,257.0,1427.0,2.0,26.0
Anbar,2016-01-21,54.38061224489794,0.002448979591836735,49,4687,2902,148,371.0,192.0,50.935374149659864,0.04047619047619048,512.0,3833.0,6174.0,156.0,-143.0,854.0,-3272.0,-364.0,215.0
Babylon,2016-01-21,53.987500000000004,0.09035714285714284,5,769,179,1,17.0,1.0,50.60476190476191,0.05976190476190476,4.0,649.0,201.0,12.0,4.0,120.0,-22.0,-3.0,5.0
Baghdad,2016-01-21,53.37777777777778,0.007936507936507938,190,2244,1511,335,140.0,205.0,50.932275132275144,0.04962962962962963,451.0,1397.0,866.0,81.0,-15.0,847.0,645.0,-116.0,59.0
Basrah,2016-01-21,57.207142857142856,0.025612244897959185,1,831,375,36,95.0,7.0,54.591836734693885,0.047278911564625846,14.0,494.0,337.0,34.0,-6.0,337.0,38.0,22.0,61.0
Thi Qar,2016-01-21,56.23857142857143,0.0008571428571428572,0,0,0,1,0.0,0.0,53.561904761904756,0.01580952380952381,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0
Diyala,2016-01-21,54.271428571428565,0.01738095238095238,55,2905,813,54,124.0,14.0,51.7547619047619,0.05873015873015873,2.0,1757.0,272.0,83.0,41.0,1148.0,541.0,52.0,41.0
Dahuk,2016-01-21,48.69642857142858,0.08357142857142856,0,443,184,4,4.0,0.0,45.747619047619054,0.14892857142857144,17.0,277.0,92.0,4.0,0.0,166.0,92.0,-13.0,0.0
Erbil,2016-01-21,47.4,0.03773809523809524,1,1414,374,52,44.0,1.0,44.13650793650793,0.18039682539682542,65.0,1130.0,242.0,34.0,0.0,284.0,132.0,-13.0,10.0
Sulaymaniyah,2016-01-21,46.298571428571435,0.06350000000000001,0,1133,249,7,255.0,0.0,43.74571428571429,0.1372857142857143,1.0,1336.0,325.0,321.0,0.0,-203.0,-76.0,6.0,-66.0
Kerbala,2016-01-21,54.90714285714285,0.005,0,191,76,0,10.0,0.0,51.08095238095238,0.045238095238095244,3.0,113.0,44.0,1.0,0.0,78.0,32.0,-3.0,9.0
Kirkuk,2016-01-21,51.142857142857146,0.02839285714285714,15,1063,210,7,18.0,40.0,48.69047619047619,0.08404761904761904,14.0,633.0,285.0,40.0,-25.0,430.0,-75.0,-7.0,-22.0
Missan,2016-01-21,54.89404761904762,0.004761904761904763,5,609,162,0,16.0,1.0,53.43888888888888,0.024761904761904756,0.0,409.0,174.0,39.0,4.0,200.0,-12.0,0.0,-23.0
Muthanna,2016-01-21,55.492857142857154,0.002857142857142857,0,509,1071,1,97.0,0.0,53.24285714285715,0.003333333333333333,4.0,314.0,2776.0,12.0,0.0,195.0,-1705.0,-3.0,85.0
Najaf,2016-01-21,55.521428571428565,0.0035714285714285718,0,308,117,2,15.0,0.0,52.07619047619047,0.03761904761904762,3.0,127.0,70.0,13.0,0.0,181.0,47.0,-1.0,2.0
Ninewa,2016-01-21,48.379464285714285,0.07366071428571427,309,2245,1589,74,274.0,546.0,45.71845238095238,0.15511904761904763,122.0,2422.0,4210.0,216.0,-237.0,-177.0,-2621.0,-48.0,58.0
Qadissiya,2016-01-21,55.28571428571429,0.009464285714285715,0,367,102,0,30.0,0.0,52.458333333333336,0.021904761904761903,0.0,207.0,236.0,7.0,0.0,160.0,-134.0,0.0,23.0
Salahal Din,2016-01-21,53.342857142857156,0.021428571428571432,14,1222,718,34,81.0,23.0,50.997278911564635,0.05782312925170069,27.0,1114.0,3634.0,45.0,-9.0,108.0,-2916.0,7.0,36.0
Wassit,2016-01-21,54.48571428571428,0.007,0,352,133,0,10.0,0.0,51.844761904761896,0.026571428571428572,2.0,282.0,1447.0,30.0,0.0,70.0,-1314.0,-2.0,-20.0
Anbar,2016-02-04,49.0234693877551,0.003673469387755102,77,2897,3292,92,550.0,49.0,54.38061224489794,0.002448979591836735,148.0,4687.0,2902.0,371.0,28.0,-1790.0,390.0,-56.0,179.0
Babylon,2016-02-04,49.80535714285715,0.00625,2,656,150,0,18.0,5.0,53.987500000000004,0.09035714285714284,1.0,769.0,179.0,17.0,-3.0,-113.0,-29.0,-1.0,1.0
Baghdad,2016-02-04,49.044444444444444,0.007222222222222221,173,1398,923,242,115.0,190.0,53.37777777777778,0.007936507936507938,335.0,2244.0,1511.0,140.0,-17.0,-846.0,-588.0,-93.0,-25.0
Basrah,2016-02-04,54.10204081632654,0.00020408163265306123,1,853,323,6,82.0,1.0,57.207142857142856,0.025612244897959185,36.0,831.0,375.0,95.0,0.0,22.0,-52.0,-30.0,-13.0
Thi Qar,2016-02-04,53.39,0.003142857142857143,0,0,0,0,0.0,0.0,56.23857142857143,0.0008571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Diyala,2016-02-04,50.02619047619047,0.011190476190476192,9,1946,510,10,145.0,55.0,54.271428571428565,0.01738095238095238,54.0,2905.0,813.0,124.0,-46.0,-959.0,-303.0,-44.0,21.0
Dahuk,2016-02-04,42.68749999999999,0.019821428571428573,0,365,117,1,7.0,0.0,48.69642857142858,0.08357142857142856,4.0,443.0,184.0,4.0,0.0,-78.0,-67.0,-3.0,3.0
Erbil,2016-02-04,40.71309523809524,0.03500000000000001,2,1680,1032,32,65.0,1.0,47.4,0.03773809523809524,52.0,1414.0,374.0,44.0,1.0,266.0,658.0,-20.0,21.0
Sulaymaniyah,2016-02-04,41.86857142857143,0.04085714285714286,0,1217,335,13,290.0,0.0,46.298571428571435,0.06350000000000001,7.0,1133.0,249.0,255.0,0.0,84.0,86.0,6.0,35.0
Kerbala,2016-02-04,49.94999999999999,0.005714285714285714,0,309,94,2,26.0,0.0,54.90714285714285,0.005,0.0,191.0,76.0,10.0,0.0,118.0,18.0,2.0,16.0
Kirkuk,2016-02-04,46.32321428571429,0.0033928571428571428,31,885,100,4,10.0,15.0,51.142857142857146,0.02839285714285714,7.0,1063.0,210.0,18.0,16.0,-178.0,-110.0,-3.0,-8.0
Missan,2016-02-04,52.7047619047619,0.0,0,567,151,0,22.0,5.0,54.89404761904762,0.004761904761904763,0.0,609.0,162.0,16.0,-5.0,-42.0,-11.0,0.0,6.0
Muthanna,2016-02-04,52.771428571428565,0.004285714285714286,0,618,300,0,48.0,0.0,55.492857142857154,0.002857142857142857,1.0,509.0,1071.0,97.0,0.0,109.0,-771.0,-1.0,-49.0
Najaf,2016-02-04,51.5,0.004285714285714286,0,205,165,2,23.0,0.0,55.521428571428565,0.0035714285714285718,2.0,308.0,117.0,15.0,0.0,-103.0,48.0,0.0,8.0
Ninewa,2016-02-04,42.68749999999999,0.01705357142857143,132,2381,1817,19,231.0,309.0,48.379464285714285,0.07366071428571427,74.0,2245.0,1589.0,274.0,-177.0,136.0,228.0,-55.0,-43.0
Qadissiya,2016-02-04,51.896428571428565,0.005357142857142858,0,330,57,0,4.0,0.0,55.28571428571429,0.009464285714285715,0.0,367.0,102.0,30.0,0.0,-37.0,-45.0,0.0,-26.0
Salahal Din,2016-02-04,48.9673469387755,0.005,37,1220,1001,9,152.0,14.0,53.342857142857156,0.021428571428571432,34.0,1222.0,718.0,81.0,23.0,-2.0,283.0,-25.0,71.0
Wassit,2016-02-04,51.21999999999999,0.012857142857142857,0,434,111,3,32.0,0.0,54.48571428571428,0.007,0.0,352.0,133.0,10.0,0.0,82.0,-22.0,3.0,22.0
Anbar,2016-02-17,56.80989010989011,0.04076923076923077,108,4605,2158,62,483.0,77.0,49.0234693877551,0.003673469387755102,92.0,2897.0,3292.0,550.0,31.0,1708.0,-1134.0,-30.0,-67.0
Babylon,2016-02-17,55.66923076923077,0.012307692307692308,1,596,184,1,38.0,2.0,49.80535714285715,0.00625,0.0,656.0,150.0,18.0,-1.0,-60.0,34.0,1.0,20.0
Baghdad,2016-02-17,55.029914529914535,0.018034188034188034,164,1685,1475,172,239.0,173.0,49.044444444444444,0.007222222222222221,242.0,1398.0,923.0,115.0,-9.0,287.0,552.0,-70.0,124.0
Basrah,2016-02-17,59.63296703296703,0.002747252747252747,2,703,285,0,56.0,1.0,54.10204081632654,0.00020408163265306123,6.0,853.0,323.0,82.0,1.0,-150.0,-38.0,-6.0,-26.0
Thi Qar,2016-02-17,59.14769230769231,0.0027692307692307695,0,0,0,0,0.0,0.0,53.39,0.003142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diyala,2016-02-17,56.037179487179486,0.027435897435897437,6,2181,375,5,75.0,9.0,50.02619047619047,0.011190476190476192,10.0,1946.0,510.0,145.0,-3.0,235.0,-135.0,-5.0,-70.0
Dahuk,2016-02-17,50.7173076923077,0.02076923076923077,0,327,106,2,4.0,0.0,42.68749999999999,0.019821428571428573,1.0,365.0,117.0,7.0,0.0,-38.0,-11.0,1.0,-3.0
Erbil,2016-02-17,48.95641025641026,0.03987179487179487,0,1734,614,27,30.0,2.0,40.71309523809524,0.03500000000000001,32.0,1680.0,1032.0,65.0,-2.0,54.0,-418.0,-5.0,-35.0
Sulaymaniyah,2016-02-17,47.866923076923065,0.04630769230769231,0,990,231,3,240.0,0.0,41.86857142857143,0.04085714285714286,13.0,1217.0,335.0,290.0,0.0,-227.0,-104.0,-10.0,-50.0
Kerbala,2016-02-17,56.50000000000001,0.01076923076923077,0,131,56,0,1.0,0.0,49.94999999999999,0.005714285714285714,2.0,309.0,94.0,26.0,0.0,-178.0,-38.0,-2.0,-25.0
Kirkuk,2016-02-17,52.592307692307685,0.04519230769230769,24,914,255,2,8.0,31.0,46.32321428571429,0.0033928571428571428,4.0,885.0,100.0,10.0,-7.0,29.0,155.0,-2.0,-2.0
Missan,2016-02-17,57.94615384615384,0.0041025641025641026,2,556,131,0,19.0,0.0,52.7047619047619,0.0,0.0,567.0,151.0,22.0,2.0,-11.0,-20.0,0.0,-3.0
Muthanna,2016-02-17,57.56923076923077,0.03153846153846154,0,508,163,0,34.0,0.0,52.771428571428565,0.004285714285714286,0.0,618.0,300.0,48.0,0.0,-110.0,-137.0,0.0,-14.0
Najaf,2016-02-17,57.39230769230768,0.012307692307692308,0,302,111,0,12.0,0.0,51.5,0.004285714285714286,2.0,205.0,165.0,23.0,0.0,97.0,-54.0,-2.0,-11.0
Ninewa,2016-02-17,50.44519230769232,0.021153846153846155,131,1991,885,20,161.0,132.0,42.68749999999999,0.01705357142857143,19.0,2381.0,1817.0,231.0,-1.0,-390.0,-932.0,1.0,-70.0
Qadissiya,2016-02-17,57.52499999999999,0.014615384615384615,0,299,61,0,11.0,0.0,51.896428571428565,0.005357142857142858,0.0,330.0,57.0,4.0,0.0,-31.0,4.0,0.0,7.0
Salahal Din,2016-02-17,55.33296703296704,0.03241758241758241,2,1036,487,6,54.0,37.0,48.9673469387755,0.005,9.0,1220.0,1001.0,152.0,-35.0,-184.0,-514.0,-3.0,-98.0
Wassit,2016-02-17,56.73384615384615,0.00876923076923077,0,304,148,3,13.0,0.0,51.21999999999999,0.012857142857142857,3.0,434.0,111.0,32.0,0.0,-130.0,37.0,0.0,-19.0
Anbar,2016-03-02,64.69897959183673,0.0363265306122449,116,5750,3728,58,640.0,108.0,56.80989010989011,0.04076923076923077,62.0,4605.0,2158.0,483.0,8.0,1145.0,1570.0,-4.0,157.0
